"","otu","Size","kingdom","phylum","class","order","family","genus","species","Parent.isolate","Isolate","Treat","Rep","Media"
"102","Otu03",12,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiotremataceae","Lophiotremataceae_sp","Lophiotremataceae_sp","324","Rh324_2","S",36,"PDAm"
"103","Otu03",12,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiotremataceae","Lophiotremataceae_sp","Lophiotremataceae_sp","331","Rh331","F",25,"PDAm"
"104","Otu03",12,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiotremataceae","Lophiotremataceae_sp","Lophiotremataceae_sp","357","Rh357","F",21,"PDA"
"105","Otu03",12,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiotremataceae","Lophiotremataceae_sp","Lophiotremataceae_sp","361","Rh361","P",16,"PDAm"
"106","Otu03",12,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiotremataceae","Lophiotremataceae_sp","Lophiotremataceae_sp","369","Rh369_1","F",26,"PDAm"
"107","Otu03",12,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiotremataceae","Lophiotremataceae_sp","Lophiotremataceae_sp","414","Rh414","F",35,"GYRBA"
"108","Otu03",12,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiotremataceae","Lophiotremataceae_sp","Lophiotremataceae_sp","415","Rh415","F",35,"GYRBA"
"109","Otu03",12,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiotremataceae","Lophiotremataceae_sp","Lophiotremataceae_sp","443","Rh443","F",35,""
"110","Otu04",12,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Apodus","Apodus_oryzae","130","Rh130","P",10,"PDAm"
"111","Otu04",12,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Apodus","Apodus_oryzae","138","Rh138","S",14,"PDA"
"112","Otu04",12,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Apodus","Apodus_oryzae","178","Rh178","S",27,"PDAm"
"113","Otu04",12,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Apodus","Apodus_oryzae","275","Rh275","F",20,"PDAm"
"114","Otu04",12,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Apodus","Apodus_oryzae","304","Rh304_2","S",21,"PDAm"
"115","Otu04",12,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Apodus","Apodus_oryzae","320","Rh320","S",35,"PDA"
"116","Otu04",12,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Apodus","Apodus_oryzae","321","Rh321","S",35,"PDA"
"117","Otu04",12,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Apodus","Apodus_oryzae","346","Rh346","F",9,"PDA"
"118","Otu04",12,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Apodus","Apodus_oryzae","371","Rh371","F",26,"PDAm"
"119","Otu04",12,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Apodus","Apodus_oryzae","382","Rh382","F",28,"PDA"
"120","Otu04",12,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Apodus","Apodus_oryzae","384","Rh384","P",35,"PDAm"
"121","Otu04",12,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Apodus","Apodus_oryzae","427","Rh427","S",35,"MGA"
"122","Otu05",9,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Paraphoma","Paraphoma_radicina","83","Rh83","P",6,"PDAm"
"123","Otu05",9,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Paraphoma","Paraphoma_radicina","96","Rh96","S",6,"PDA"
"124","Otu05",9,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Paraphoma","Paraphoma_radicina","102","Rh102","S",3,"GYRBA"
"125","Otu05",9,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Paraphoma","Paraphoma_radicina","104","Rh104","S",3,"PDAm"
"126","Otu05",9,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Paraphoma","Paraphoma_radicina","175","Rh175","S",27,"GYRBA"
"127","Otu05",9,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Paraphoma","Paraphoma_radicina","223","Rh223","S",31,"PDAm"
"128","Otu05",9,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Paraphoma","Paraphoma_radicina","258","Rh258","S",6,"GYRBA"
"129","Otu05",9,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Paraphoma","Paraphoma_radicina","260","Rh260","S",6,"PVARP"
"130","Otu05",9,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Paraphoma","Paraphoma_radicina","394","Rh394","F",34,"PVARP"
"131","Otu06",10,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Zopfiella","Zopfiella_lundqvistii","236","Rh236_2","P",30,"GYRBA"
"132","Otu06",10,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Zopfiella","Zopfiella_lundqvistii","329","Rh329","F",25,"GYRBA"
"133","Otu06",10,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Zopfiella","Zopfiella_lundqvistii","332","Rh332","F",25,"PDAm"
"134","Otu06",10,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Zopfiella","Zopfiella_lundqvistii","333","Rh333","F",25,"PDAm"
"135","Otu06",10,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Zopfiella","Zopfiella_lundqvistii","403","Rh403","F",25,"GYRBA"
"136","Otu06",10,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Zopfiella","Zopfiella_lundqvistii","422","Rh422","P",35,"PDA"
"137","Otu06",10,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Zopfiella","Zopfiella_lundqvistii","424","Rh424","F",37,"PDA"
"138","Otu06",10,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Zopfiella","Zopfiella_lundqvistii","425","Rh425","F",37,"PDA"
"139","Otu06",10,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Zopfiella","Zopfiella_lundqvistii","439","Rh439","F",37,""
"140","Otu06",10,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Zopfiella","Zopfiella_lundqvistii","440","Rh440","F",37,""
"141","Otu07",7,"Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Tulasnellaceae","Tulasnellaceae_sp","Tulasnellaceae_sp","150","Rh150","P",22,"PDAm"
"142","Otu07",7,"Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Tulasnellaceae","Tulasnellaceae_sp","Tulasnellaceae_sp","257","Rh257","P",1,"PDA"
"143","Otu07",7,"Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Tulasnellaceae","Tulasnellaceae_sp","Tulasnellaceae_sp","261","Rh261","F",11,"PDA"
"144","Otu07",7,"Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Tulasnellaceae","Tulasnellaceae_sp","Tulasnellaceae_sp","386","Rh386","S",35,"PDA"
"145","Otu07",7,"Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Tulasnellaceae","Tulasnellaceae_sp","Tulasnellaceae_sp","388","Rh388","P",33,"GYRBA"
"146","Otu07",7,"Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Tulasnellaceae","Tulasnellaceae_sp","Tulasnellaceae_sp","389","Rh389","P",33,"PDAm"
"147","Otu07",7,"Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Tulasnellaceae","Tulasnellaceae_sp","Tulasnellaceae_sp","396","Rh396","F",11,"PDA"
"148","Otu08",7,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma_afroharzianum","100","Rh100","S",6,"PVARP"
"149","Otu08",7,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma_afroharzianum","124","Rh124","S",12,"PDAm"
"150","Otu08",7,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma_afroharzianum","152","Rh152","P",22,"PDAm"
"151","Otu08",7,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma_afroharzianum","153","Rh153","P",22,"PDAm"
"152","Otu08",7,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma_afroharzianum","154","Rh154","P",22,"PDA"
"153","Otu08",7,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma_afroharzianum","186","Rh186","F",23,"PDAm"
"154","Otu08",7,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma_afroharzianum","224","Rh224_2","S",31,"PDAm"
"155","Otu09",5,"Fungi","Ascomycota","Sordariomycetes","Diaporthales","Diaporthaceae","Diaporthe","Diaporthe_sp","113","Rh113","F",3,"GYRBA"
"156","Otu09",5,"Fungi","Ascomycota","Sordariomycetes","Diaporthales","Diaporthaceae","Diaporthe","Diaporthe_sp","114","Rh114","F",3,"PDAm"
"157","Otu09",5,"Fungi","Ascomycota","Sordariomycetes","Diaporthales","Diaporthaceae","Diaporthe","Diaporthe_sp","367","Rh367","F",28,"PDA"
"158","Otu09",5,"Fungi","Ascomycota","Sordariomycetes","Diaporthales","Diaporthaceae","Diaporthe","Diaporthe_sp","392","Rh392","F",34,"PDA"
"159","Otu09",5,"Fungi","Ascomycota","Sordariomycetes","Diaporthales","Diaporthaceae","Diaporthe","Diaporthe_sp","393","Rh393","F",34,"MGA"
"160","Otu10",4,"Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Pseudallescheria","Pseudallescheria_sp","203","Rh203","S",24,"PDA"
"161","Otu10",4,"Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Pseudallescheria","Pseudallescheria_sp","344","Rh344","P",11,"MGA"
"162","Otu10",4,"Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Pseudallescheria","Pseudallescheria_sp","347","Rh347","F",11,"PDAm"
"163","Otu10",4,"Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Pseudallescheria","Pseudallescheria_sp","356","Rh356","S",15,"MGA"
"164","Otu10",4,"Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Pseudallescheria","Pseudallescheria_sp","432","Rh432","P",28,""
"165","Otu11",4,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales_fam_Incertae_sedis","Pseudochaetosphaeronema","Pseudochaetosphaeronema_sp","107","Rh107","S",1,"MGA"
"166","Otu11",4,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales_fam_Incertae_sedis","Pseudochaetosphaeronema","Pseudochaetosphaeronema_sp","112","Rh112","P",7,"PDAm"
"167","Otu11",4,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales_fam_Incertae_sedis","Pseudochaetosphaeronema","Pseudochaetosphaeronema_sp","250","Rh250","S",3,"PVARP"
"168","Otu11",4,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales_fam_Incertae_sedis","Pseudochaetosphaeronema","Pseudochaetosphaeronema_sp","293","Rh293","F",18,"PDAm"
"169","Otu12",4,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma_sp","169","Rh169","P",23,"PDAm"
"170","Otu12",4,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma_sp","204","Rh204","S",24,"PDA"
"171","Otu12",4,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma_sp","366","Rh366","P",31,"PVARP"
"172","Otu13",4,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium_oxysporum","93","Rh93","P",6,"GYBRA"
"173","Otu14",3,"Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Rhizoctonia","Rhizoctonia_fragariae","161","Rh161","F",2,"PDAm"
"174","Otu14",3,"Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Rhizoctonia","Rhizoctonia_fragariae","293","Rh293_2","F",18,"PDAm"
"175","Otu14",3,"Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Rhizoctonia","Rhizoctonia_fragariae","369","Rh369_2","F",26,"PDAm"
"176","Otu15",3,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria_tenuissima","105","Rh105","S",3,"PDAm"
"177","Otu15",3,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria_tenuissima","200","Rh200","S",24,"MGA"
"178","Otu15",3,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria_tenuissima","325","Rh325","P",35,"PDAm"
"179","Otu16",3,"Fungi","Ascomycota","Sordariomycetes","Savoryellales","Savoryellaceae","unclassified_Savoryellaceae","Savoryellaceae_sp","370","Rh370","F",26,"PDAm"
"180","Otu16",3,"Fungi","Ascomycota","Sordariomycetes","Savoryellales","Savoryellaceae","unclassified_Savoryellaceae","Savoryellaceae_sp","423","Rh423","P",35,"PDA"
"181","Otu16",3,"Fungi","Ascomycota","Sordariomycetes","Savoryellales","Savoryellaceae","unclassified_Savoryellaceae","Savoryellaceae_sp","446","Rh446","F",10,""
"182","Otu17",3,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Curvularia","Curvularia_trifolii","74","Rh74","P",6,"PDA"
"183","Otu17",3,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Curvularia","Curvularia_trifolii","136","Rh136","S",15,"PDAm"
"184","Otu17",3,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Curvularia","Curvularia_trifolii","143","Rh143","P",16,"MGA"
"185","Otu18",2,"Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariales_fam_Incertae_sedis","Phialemoniopsis","Phialemoniopsis_curvata","294","Rh294","F",18,"PDA"
"186","Otu18",2,"Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariales_fam_Incertae_sedis","Phialemoniopsis","Phialemoniopsis_curvata","335","Rh335","S",24,"GYRBA"
"187","Otu19",1,"Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Plectosphaerella","Plectosphaerella_cucumerina","86","Rh86","P",6,"PDAm"
"188","Otu19",1,"Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Plectosphaerella","Plectosphaerella_cucumerina","330","Rh330","F",25,"GYRBA"
"189","Otu22",2,"Fungi","Fungi_sp","Fungi_sp","Fungi_sp","Fungi_sp","Fungi_sp","Fungi_sp","125","Rh125","S",15,"PDA"
"190","Otu22",2,"Fungi","Fungi_sp","Fungi_sp","Fungi_sp","Fungi_sp","Fungi_sp","Fungi_sp","262","Rh262","S",4,"PDA"
"191","Otu23",2,"Fungi","Ascomycota","Ascomycota_sp","Ascomycota_sp","Ascomycota_sp","Ascomycota_sp","Ascomycota_sp","269","Rh269","S",15,"GYRBA"
"192","Otu23",2,"Fungi","Ascomycota","Ascomycota_sp","Ascomycota_sp","Ascomycota_sp","Ascomycota_sp","Ascomycota_sp","350","Rh350","P",29,"PDAm"
"193","Otu26",1,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium_proliferatum","101","Rh101","S",3,"PDA"
"194","Otu27",1,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Cephalothecaceae","Cephalotheca","Cephalotheca_sulfurea","406","Rh406","S",11,"GYRBA"
"195","Otu27",1,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Cephalothecaceae","Cephalotheca","Cephalotheca_sulfurea","406","Rh406","S",11,"GYRBA"
"196","Otu29",1,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Setophoma","Setophoma_terrestris","110","Rh110","P",7,"GYRBA"
"197","Otu30",1,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales_sp","Pleosporales_sp","Pleosporales_sp","164","Rh164","F",25,"PVARP"
"198","Otu31",1,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Clonostachys","Clonostachys_rosea","165","Rh165_1","F",25,"PDA"
"199","Otu33",1,"Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","Cladosporium_pseudocladosporioides","374","Rh374","S",31,"PVARP"
"200","Otu34",1,"Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Magnaporthaceae","Mycoleptodiscus","Mycoleptodiscus_terrestris","236","Rh236_1","P",30,"GYRBA"
"201","Otu35",1,"Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae","Pseudogymnoascus","Pseudogymnoascus_sp","408","Rh408","P",16,"GYRBA"
"202","Otu39",1,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Leptosphaeriaceae","Plenodomus","Plenodomus_biglobosus","116","Rh116","F",14,"PDA"
"203","Otu39",1,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Leptosphaeriaceae","Plenodomus","Plenodomus_biglobosus","116","Rh116","F",14,"PDA"
